10	9100
5	300
48	200
64	200
9	300
9	300
16	4000
32	300
64	4600
30	1100
48	300
48	200
40	200
16	500
64	500
184	600
512	600
24	100
9	400
12	200
9	200
8	200
16	200
32	300
10	100
20	200
40	100
12	500
24	400
48	500
424	700
8	2100
48	600
52	1800
32	400
12	300
24	200
48	200
10	200
20	200
40	200
24	1400
15	200
17	200
27	300
22	200
17	200
22	100
21	100
16	100
26	400
26	100
26	200
29	100
29	200
18	100
22	100
15	100
23	100
26	100
14	100
19	100
20	200
18	100
19	100
19	100
19	100
20	100
20	100
622	2800
148	1200
16	500
32	200
10	1000
20	200
40	100
22	900
16	200
15	100
25	200
13	1800
20	100
25	200
21	400
13	200
17	100
18	100
18	100
19	200
23	200
30	300
18	100
19	100
20	100
22	100
19	100
14	200
15	100
14	100
18	100
15	100
24	100
18	100
19	100
20	100
13	100
16	200
24	100
25	200
17	200
12	200
20	100
21	100
13	100
18	100
23	200
13	100
16	100
16	200
25	200
30	200
13	100
8	300
18	100
21	100
16	100
16	100
16	100
17	100
13	100
13	100
14	100
23	100
26	200
26	200
26	100
26	100
27	100
15	100
16	100
19	100
17	100
14	100
12	100
13	100
12	100
13	200
12	100
13	200
16	100
23	100
23	100
23	100
26	200
26	100
26	200
30	100
30	200
30	200
20	100
19	100
25	100
17	100
17	100
20	100
20	100
20	100
24	200
24	100
24	100
16	200
21	100
16	100
25	100
16	100
22	100
17	100
15	200
23	100
17	100
27	200
21	100
11	200
23	200
22	100
21	100
16	100
21	100
16	100
25	200
16	200
22	100
17	200
15	100
13	100
17	100
27	100
21	200
12	100
12	100
13	200
19	100
20	100
14	100
15	100
10	100
27	200
27	100
11	100
18	100
26	100
13	200
21	100
22	200
34	100
13	100
14	100
15	100
25	200
23	100
24	100
36	100
34	100
46	300
20	200
30	100
24	100
33	100
30	200
39	100
9	100
26	200
26	200
10	100
23	100
11	100
18	100
23	100
12	100
9	100
8	100
25	100
30	100
24	100
26	100
21	200
23	100
23	100
23	100
26	100
12	100
13	200
18	100
22	200
13	200
19	200
14	100
14	100
24	100
18	100
17	100
24	100
33	100
18	200
26	200
33	100
31	200
19	100
28	100
26	100
23	100
22	200
21	100
20	100
16	100
14	100
25	200
23	200
20	100
19	100
24	100
28	200
31	100
21	100
15	200
13	100
11	100
14	100
12	100
19	200
22	100
38	100
28	100
25	100
18	100
16	100
16	100
14	100
24	100
22	100
19	100
30	100
28	100
25	100
24	200
43	200
33	100
34	100
17	200
20	100
14	100
19	100
20	100
24	100
28	100
23	200
26	100
29	100
34	100
25	100
23	200
20	100
15	100
27	100
25	200
28	100
26	200
20	200
21	100
19	100
22	100
20	100
13	100
29	200
25	100
26	100
24	1800
24	100
19	100
27	100
18	100
14	100
12	100
13	100
21	100
31	100
12	100
14	100
25	100
25	200
21	100
22	100
20	100
20	100
18	200
29	100
29	200
25	100
26	100
24	200
24	100
21	100
30	200
28	100
26	100
25	200
23	100
20	100
21	100
26	100
15	100
15	100
15	100
16	100
28	100
26	100
19	100
21	100
22	100
21	100
26	100
20	100
20	100
20	100
17	100
25	100
24	100
16	100
12	100
12	100
12	100
13	100
17	100
18	100
18	100
21	200
22	100
15	100
16	100
16	100
16	100
17	100
7	200
23	200
26	100
24	100
33	100
36	100
27	200
21	200
24	100
11	100
12	100
13	100
16	100
12	100
20	8000
10	100
17	200
12	100
11	100
9	100
12	100
22	100
16	100
12	100
14	100
10	100
12	100
17	200
17	100
22	100
16	100
24	100
19	100
18	100
26	200
20	100
30	100
28	100
20	200
21	100
20	100
21	100
20	100
21	200
20	100
21	100
18	100
21	100
21	100
29	200
30	100
29	100
29	100
31	100
26	100
31	100
27	200
38	100
13	100
14	100
14	100
17	200
19	100
18	100
25	100
14	100
14	100
18	100
19	100
18	200
19	100
12	100
14	100
16	100
16	100
24	100
16	100
20	100
19	100
20	100
19	100
20	100
19	100
20	200
20	100
21	100
19	200
20	100
19	100
20	100
19	100
20	100
20	200
21	100
19	100
20	100
19	100
20	100
19	100
20	100
20	100
21	100
19	100
20	100
19	100
20	200
19	100
20	100
20	100
21	100
26	100
26	100
28	100
28	200
28	100
28	100
26	100
26	100
28	100
28	100
28	100
28	100
26	100
26	100
28	100
28	100
28	100
28	100
18	200
17	100
15	100
13	100
13	100
14	100
24	100
22	100
33	100
26	100
17	200
14	100
22	200
23	100
20	100
21	100
20	100
21	100
10	100
16	200
17	100
18	100
21	100
22	100
15	100
15	100
28	200
14	100
22	100
14	100
22	100
12	200
20	100
12	100
17	100
15	100
16	100
15	100
16	100
15	100
16	100
15	100
16	100
13	100
13	100
24	100
13	200
24	100
18	100
19	100
16	100
17	100
16	100
17	100
15	100
15	100
26	200
15	100
26	100
16	100
16	100
16	100
17	1900
16	100
21	100
22	200
23	100
20	100
21	100
20	100
21	100
19	200
19	100
30	100
19	100
30	100
20	100
20	200
20	100
14	100
30	100
31	100
28	200
12	100
13	100
12	200
13	100
12	100
13	100
13	100
14	100
12	100
13	100
12	200
13	100
12	100
13	100
13	100
14	200
12	100
13	100
12	100
13	200
12	100
13	100
13	100
14	100
12	100
13	100
12	200
13	100
12	100
13	100
13	100
14	100
22	100
19	100
19	100
21	100
21	100
21	100
21	100
19	100
19	100
21	100
21	100
21	200
21	100
19	100
19	100
21	100
21	100
21	100
21	100
24	100
14	100
19	100
13	100
19	100
18	100
26	200
27	100
26	100
27	200
27	100
28	200
27	100
26	100
27	100
17	100
18	200
17	100
18	100
17	100
18	100
17	200
18	100
17	100
18	200
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
19	100
19	100
19	100
19	200
20	100
20	100
20	100
18	100
17	100
18	200
17	200
18	100
18	100
17	100
18	100
19	100
19	100
19	100
22	100
22	100
21	100
18	100
19	200
19	100
20	100
18	100
19	100
19	100
20	100
18	100
19	100
19	100
20	100
19	100
18	100
19	100
19	100
20	100
19	100
20	100
20	100
22	100
23	100
18	100
19	100
18	200
19	0
18	100
19	100
18	100
19	100
22	100
23	100
19	100
20	100
19	100
20	100
19	100
20	100
19	100
20	100
22	200
23	100
13	100
14	100
13	100
14	100
13	100
14	100
11	100
17	100
19	100
20	100
11	100
22	300
16	100
15	100
25	200
13	100
20	100
25	100
21	100
13	100
17	100
18	100
18	100
19	100
23	100
30	100
18	100
19	100
20	100
22	100
19	100
14	100
15	100
14	100
18	100
15	100
24	100
18	100
19	100
20	100
13	100
16	200
24	100
25	100
28	200
17	200
20	100
12	0
20	100
21	100
24	100
13	100
16	100
18	100
23	100
13	100
16	100
16	100
25	100
30	100
13	100
8	200
18	100
21	100
16	100
16	100
16	100
17	100
13	100
13	100
14	100
23	100
26	100
26	100
26	100
26	100
27	100
15	200
16	100
19	100
17	100
14	100
12	100
13	100
12	100
13	100
12	100
13	100
16	1900
23	100
23	100
23	100
26	200
26	100
26	100
30	100
30	100
30	100
20	100
19	100
25	200
17	100
17	100
20	100
20	100
20	100
24	100
24	100
24	100
16	100
21	100
16	100
25	100
16	100
22	100
17	200
15	100
23	100
17	100
27	100
21	100
11	100
23	200
22	100
21	100
16	100
21	100
16	100
25	100
16	100
22	100
17	100
15	100
13	100
17	100
27	200
21	100
12	100
12	100
13	100
19	100
20	100
14	200
15	100
10	100
27	100
27	100
11	100
18	100
26	200
13	100
21	100
22	100
34	100
13	100
14	100
15	100
25	100
23	100
24	100
36	200
34	100
46	200
20	200
30	200
24	100
33	100
30	100
39	100
9	100
26	200
26	100
10	100
23	100
11	200
18	100
23	100
12	0
9	100
8	100
25	100
30	100
24	100
26	100
21	100
23	0
23	100
23	100
26	100
12	100
13	100
18	100
22	100
13	100
19	100
14	100
14	100
24	100
18	100
17	100
24	100
33	100
18	200
26	100
33	100
31	100
19	100
28	100
26	100
23	200
22	100
21	100
20	100
16	100
14	100
25	200
23	200
20	100
19	100
24	100
28	100
31	200
21	100
15	100
13	200
11	100
14	100
12	100
19	100
22	100
38	200
28	100
25	100
18	100
16	200
16	100
14	100
24	100
22	100
19	100
30	200
28	200
25	100
24	100
43	200
33	100
34	100
17	100
20	200
14	100
19	100
20	100
24	100
28	200
23	100
26	100
29	100
34	100
25	100
23	100
20	100
15	100
27	100
25	100
28	100
26	100
20	200
21	100
19	100
22	100
20	100
13	100
29	100
25	100
26	100
24	100
24	100
19	100
27	100
18	100
14	100
12	100
13	100
21	100
31	200
12	100
14	0
25	100
25	100
21	100
22	100
20	100
20	100
18	100
29	200
29	100
25	100
26	100
24	100
24	100
21	100
30	100
28	200
26	100
25	100
23	200
20	100
21	100
26	100
15	100
15	100
15	100
16	100
28	100
26	100
19	100
21	100
22	100
21	100
26	100
20	100
20	100
20	100
17	100
25	200
24	100
16	100
12	100
12	100
12	100
13	100
17	100
18	100
18	200
21	100
22	100
15	100
16	100
16	100
16	100
17	100
7	200
23	100
26	100
24	1800
33	100
36	100
27	100
21	100
24	100
11	100
12	100
13	100
16	100
12	100
20	100
10	100
17	100
12	100
11	100
9	100
12	100
22	100
16	100
12	100
14	100
10	100
12	100
17	100
17	100
22	100
16	100
24	100
19	100
18	100
26	100
31	100
20	100
30	100
28	100
33	100
20	100
21	100
20	100
21	100
20	100
21	100
20	100
21	100
18	100
21	100
21	100
29	100
30	100
29	100
29	100
31	200
26	200
31	100
27	100
38	100
13	200
14	200
14	100
17	200
19	100
18	200
25	200
14	200
14	300
18	200
19	200
18	500
19	100
12	100
14	100
16	500
21	200
16	100
24	100
16	100
20	100
19	100
20	100
19	100
20	100
19	100
20	100
20	100
21	100
19	100
20	100
19	100
20	100
19	100
20	100
20	100
21	100
19	100
20	100
19	100
20	100
19	100
20	100
20	100
21	100
19	100
20	100
19	100
20	100
19	100
20	100
20	100
21	100
26	300
26	100
28	200
28	100
28	200
28	200
26	100
26	100
28	100
28	100
28	100
28	100
26	200
26	100
28	100
28	100
28	100
28	100
18	200
17	100
15	100
13	100
13	100
14	100
24	100
22	100
33	200
26	100
17	100
14	200
22	0
23	100
20	100
21	100
20	100
21	100
10	100
16	100
17	100
18	100
21	0
22	100
15	200
15	100
28	100
19	100
14	100
22	100
14	100
22	100
12	100
20	100
12	100
17	100
15	100
16	100
15	100
16	100
15	100
16	100
15	100
16	100
13	100
13	100
24	100
13	100
24	100
18	100
19	100
16	100
17	100
16	100
17	100
15	100
15	100
26	200
15	100
26	100
16	100
16	100
16	200
17	0
16	100
21	100
22	100
23	100
20	100
21	100
20	100
21	100
19	100
19	100
30	200
19	100
30	100
20	100
20	100
20	100
14	100
30	200
31	200
28	100
12	100
13	100
12	100
13	100
12	100
13	200
13	100
14	100
12	100
13	100
12	100
13	100
12	100
13	200
13	100
14	100
12	100
13	100
12	100
13	100
12	100
13	100
13	100
14	100
12	100
13	100
12	100
13	100
12	100
13	100
13	200
14	100
22	100
19	100
19	100
21	100
21	0
21	100
21	100
19	100
19	100
21	100
21	200
21	100
21	2000
19	100
19	100
21	100
21	100
21	100
21	100
24	100
14	100
19	100
13	100
19	200
18	100
26	100
27	100
26	200
27	100
27	100
28	100
27	100
26	100
27	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	100
18	100
17	200
18	100
19	100
19	100
19	100
19	100
20	100
20	100
20	100
18	100
17	100
18	100
17	100
18	200
18	100
17	100
18	100
19	100
19	100
19	200
22	100
22	100
21	100
18	100
19	100
19	100
20	100
18	100
19	100
19	100
20	100
18	100
19	200
19	100
20	100
19	100
18	100
19	100
19	100
20	100
19	100
20	100
20	100
22	100
23	100
18	100
19	100
18	100
19	100
18	100
19	100
18	100
19	100
22	100
23	100
19	100
20	100
19	100
20	100
19	100
20	100
19	100
20	100
22	100
23	100
13	100
14	100
13	100
14	100
13	100
14	100
11	100
17	100
19	100
20	100
11	100
8720	500
11600	1600
1120	300
40	300
32	200
40	100
24	100
32	100
24	100
32	100
200	200
200	200
24	200
32	100
24	100
32	100
6	400
5	100
128	200
3	100
1	100
32	200
8	100
200	100
32	100
304	200
32	200
304	300
304	200
304	200
304	100
64	200
304	100
304	100
304	100
304	600
128	200
304	100
304	4500
304	200
304	100
304	100
304	100
304	100
304	100
256	200
304	100
304	200
304	100
304	100
304	100
304	100
304	100
304	100
304	200
304	100
304	100
304	100
304	100
200	200
200	100
24	100
24	100
32	100
8	400
8	200
8	100
10	200
5	100
192	200
9	100
9	200
128	200
128	100
4	100
3	100
128	200
2	100
11	200
32	200
8	100
200	200
304	200
304	200
304	100
512	400
304	100
304	5000
304	200
304	100
304	100
304	100
304	100
304	100
304	100
304	200
304	200
304	200
304	100
304	200
304	100
304	100
304	200
304	100
304	100
304	100
304	100
304	100
304	100
304	100
304	200
304	100
304	11200
200	100
200	100
24	200
64	100
24	200
32	100
4	300
4	100
4	100
10	200
9	100
9	100
128	200
128	100
6	200
5	100
128	200
3	100
2	100
11	100
32	200
8	0
200	200
304	300
304	100
304	100
304	100
304	200
1024	300
304	100
304	200
304	100
304	100
304	100
304	100
304	100
304	200
304	100
304	100
304	200
304	200
304	100
304	100
304	100
304	100
304	100
304	200
304	4600
304	100
304	100
304	100
304	100
304	100
304	200
88	600
32	200
88	600
88	200
368	600
80	200
32	200
80	200
80	100
80	100
80	100
64	200
80	100
80	100
80	100
80	100
128	200
80	100
80	300
80	200
80	100
80	100
80	200
80	100
80	200
256	300
80	100
80	16100
80	100
80	100
80	200
80	300
80	100
80	200
80	100
80	200
80	100
80	100
80	100
80	100
80	200
80	300
512	200
80	200
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
1024	300
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	5000
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	200
80	200
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
2048	500
80	200
80	100
80	200
80	100
80	100
80	100
80	1800
80	200
80	100
80	100
80	100
80	100
80	100
80	200
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	200
80	200
80	100
80	200
80	100
80	100
80	200
80	100
80	0
80	100
80	100
80	100
80	200
80	200
80	100
80	100
80	100
80	200
80	200
80	100
80	100
80	100
80	200
80	200
80	200
80	100
80	100
80	100
80	100
80	600
80	100
80	100
80	100
80	100
80	100
80	8100
80	200
80	200
80	100
80	100
80	200
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	200
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	200
4096	400
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	300
80	100
80	200
80	100
80	7400
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	200
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	100
80	200
80	100
